"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Douglas County, MN"	"27041"	"2006"	"2006"	"25-34 years"	"25-34"	Suppressed	3781	Suppressed
	"Douglas County, MN"	"27041"	"2006"	"2006"	"35-44 years"	"35-44"	Suppressed	4328	Suppressed
	"Douglas County, MN"	"27041"	"2006"	"2006"	"45-54 years"	"45-54"	11	5358	205.30 (Unreliable)
	"Douglas County, MN"	"27041"	"2006"	"2006"	"55-64 years"	"55-64"	17	4333	392.34 (Unreliable)
	"Douglas County, MN"	"27041"	"2006"	"2006"	"65-74 years"	"65-74"	45	3237	1390.18
	"Douglas County, MN"	"27041"	"2006"	"2006"	"75-84 years"	"75-84"	82	2240	3660.71
	"Douglas County, MN"	"27041"	"2006"	"2006"	"85+ years"	"85+"	147	1055	13933.65
	"Douglas County, MN"	"27041"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	458	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	1745	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	2137	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	2164	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"15-19 years"	"15-19"	Suppressed	2482	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"20-24 years"	"20-24"	Suppressed	2143	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"25-34 years"	"25-34"	Suppressed	3962	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"35-44 years"	"35-44"	Suppressed	4220	Suppressed
	"Douglas County, MN"	"27041"	"2007"	"2007"	"45-54 years"	"45-54"	13	5401	240.70 (Unreliable)
	"Douglas County, MN"	"27041"	"2007"	"2007"	"55-64 years"	"55-64"	19	4515	420.82 (Unreliable)
	"Douglas County, MN"	"27041"	"2007"	"2007"	"65-74 years"	"65-74"	38	3321	1144.23
	"Douglas County, MN"	"27041"	"2007"	"2007"	"75-84 years"	"75-84"	95	2278	4170.32
	"Douglas County, MN"	"27041"	"2007"	"2007"	"85+ years"	"85+"	163	1077	15134.63
	"Douglas County, MN"	"27041"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	475	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	1768	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	2193	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	2129	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"15-19 years"	"15-19"	Suppressed	2415	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"20-24 years"	"20-24"	Suppressed	2033	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"25-34 years"	"25-34"	Suppressed	4080	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"35-44 years"	"35-44"	Suppressed	4061	Suppressed
	"Douglas County, MN"	"27041"	"2008"	"2008"	"45-54 years"	"45-54"	13	5419	239.90 (Unreliable)
	"Douglas County, MN"	"27041"	"2008"	"2008"	"55-64 years"	"55-64"	28	4640	603.45
	"Douglas County, MN"	"27041"	"2008"	"2008"	"65-74 years"	"65-74"	38	3489	1089.14
	"Douglas County, MN"	"27041"	"2008"	"2008"	"75-84 years"	"75-84"	103	2311	4456.95
	"Douglas County, MN"	"27041"	"2008"	"2008"	"85+ years"	"85+"	139	1095	12694.06
	"Douglas County, MN"	"27041"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	457	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	1772	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	2193	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	2125	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	2376	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	2002	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"25-34 years"	"25-34"	Suppressed	4125	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"35-44 years"	"35-44"	Suppressed	3878	Suppressed
	"Douglas County, MN"	"27041"	"2009"	"2009"	"45-54 years"	"45-54"	15	5408	277.37 (Unreliable)
	"Douglas County, MN"	"27041"	"2009"	"2009"	"55-64 years"	"55-64"	38	4747	800.51
	"Douglas County, MN"	"27041"	"2009"	"2009"	"65-74 years"	"65-74"	51	3589	1421.01
	"Douglas County, MN"	"27041"	"2009"	"2009"	"75-84 years"	"75-84"	107	2301	4650.15
	"Douglas County, MN"	"27041"	"2009"	"2009"	"85+ years"	"85+"	166	1103	15049.86
	"Douglas County, MN"	"27041"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	445	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	1726	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	2236	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	2094	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	2332	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"20-24 years"	"20-24"	Suppressed	1965	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"25-34 years"	"25-34"	Suppressed	4125	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"35-44 years"	"35-44"	Suppressed	3855	Suppressed
	"Douglas County, MN"	"27041"	"2010"	"2010"	"45-54 years"	"45-54"	17	5330	318.95 (Unreliable)
	"Douglas County, MN"	"27041"	"2010"	"2010"	"55-64 years"	"55-64"	20	4832	413.91
	"Douglas County, MN"	"27041"	"2010"	"2010"	"65-74 years"	"65-74"	60	3627	1654.26
	"Douglas County, MN"	"27041"	"2010"	"2010"	"75-84 years"	"75-84"	96	2318	4141.50
	"Douglas County, MN"	"27041"	"2010"	"2010"	"85+ years"	"85+"	153	1124	13612.10
	"Douglas County, MN"	"27041"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	381	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	1695	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	2261	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	2132	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	2103	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"20-24 years"	"20-24"	Suppressed	2158	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"25-34 years"	"25-34"	Suppressed	4192	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"35-44 years"	"35-44"	Suppressed	3843	Suppressed
	"Douglas County, MN"	"27041"	"2011"	"2011"	"45-54 years"	"45-54"	15	5163	290.53 (Unreliable)
	"Douglas County, MN"	"27041"	"2011"	"2011"	"55-64 years"	"55-64"	27	5047	534.97
	"Douglas County, MN"	"27041"	"2011"	"2011"	"65-74 years"	"65-74"	50	3798	1316.48
	"Douglas County, MN"	"27041"	"2011"	"2011"	"75-84 years"	"75-84"	91	2304	3949.65
	"Douglas County, MN"	"27041"	"2011"	"2011"	"85+ years"	"85+"	166	1198	13856.43
	"Douglas County, MN"	"27041"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	401	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	1658	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	2278	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	2156	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	2000	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"20-24 years"	"20-24"	Suppressed	2192	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"25-34 years"	"25-34"	Suppressed	4219	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"35-44 years"	"35-44"	Suppressed	3846	Suppressed
	"Douglas County, MN"	"27041"	"2012"	"2012"	"45-54 years"	"45-54"	22	5005	439.56
	"Douglas County, MN"	"27041"	"2012"	"2012"	"55-64 years"	"55-64"	29	5145	563.65
	"Douglas County, MN"	"27041"	"2012"	"2012"	"65-74 years"	"65-74"	61	3961	1540.02
	"Douglas County, MN"	"27041"	"2012"	"2012"	"75-84 years"	"75-84"	116	2333	4972.14
	"Douglas County, MN"	"27041"	"2012"	"2012"	"85+ years"	"85+"	171	1252	13658.15
	"Douglas County, MN"	"27041"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	405	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	1627	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	2268	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	2194	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	1985	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"20-24 years"	"20-24"	Suppressed	2165	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"25-34 years"	"25-34"	Suppressed	4202	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"35-44 years"	"35-44"	Suppressed	3859	Suppressed
	"Douglas County, MN"	"27041"	"2013"	"2013"	"45-54 years"	"45-54"	10	4828	207.13 (Unreliable)
	"Douglas County, MN"	"27041"	"2013"	"2013"	"55-64 years"	"55-64"	35	5288	661.88
	"Douglas County, MN"	"27041"	"2013"	"2013"	"65-74 years"	"65-74"	53	4084	1297.75
	"Douglas County, MN"	"27041"	"2013"	"2013"	"75-84 years"	"75-84"	92	2396	3839.73
	"Douglas County, MN"	"27041"	"2013"	"2013"	"85+ years"	"85+"	177	1244	14228.30
	"Douglas County, MN"	"27041"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	412	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	1650	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	2198	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	2216	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	2006	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"20-24 years"	"20-24"	Suppressed	2138	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"25-34 years"	"25-34"	Suppressed	4252	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"35-44 years"	"35-44"	Suppressed	3887	Suppressed
	"Douglas County, MN"	"27041"	"2014"	"2014"	"45-54 years"	"45-54"	20	4690	426.44
	"Douglas County, MN"	"27041"	"2014"	"2014"	"55-64 years"	"55-64"	34	5396	630.10
	"Douglas County, MN"	"27041"	"2014"	"2014"	"65-74 years"	"65-74"	62	4296	1443.20
	"Douglas County, MN"	"27041"	"2014"	"2014"	"75-84 years"	"75-84"	90	2435	3696.10
	"Douglas County, MN"	"27041"	"2014"	"2014"	"85+ years"	"85+"	158	1228	12866.45
	"Douglas County, MN"	"27041"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	412	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	1685	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	2184	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	2259	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	1981	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"20-24 years"	"20-24"	Suppressed	2078	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"25-34 years"	"25-34"	Suppressed	4299	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"35-44 years"	"35-44"	Suppressed	3937	Suppressed
	"Douglas County, MN"	"27041"	"2015"	"2015"	"45-54 years"	"45-54"	19	4543	418.23 (Unreliable)
	"Douglas County, MN"	"27041"	"2015"	"2015"	"55-64 years"	"55-64"	41	5447	752.71
	"Douglas County, MN"	"27041"	"2015"	"2015"	"65-74 years"	"65-74"	64	4477	1429.53
	"Douglas County, MN"	"27041"	"2015"	"2015"	"75-84 years"	"75-84"	104	2507	4148.38
	"Douglas County, MN"	"27041"	"2015"	"2015"	"85+ years"	"85+"	187	1248	14983.97
	"Douglas County, MN"	"27041"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, MN"	"27041"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	428	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	1712	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	2204	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	2313	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	2024	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"20-24 years"	"20-24"	Suppressed	1967	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"25-34 years"	"25-34"	Suppressed	4405	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"35-44 years"	"35-44"	Suppressed	4010	Suppressed
	"Douglas County, MN"	"27041"	"2016"	"2016"	"45-54 years"	"45-54"	21	4465	470.32
	"Douglas County, MN"	"27041"	"2016"	"2016"	"55-64 years"	"55-64"	35	5555	630.06
	"Douglas County, MN"	"27041"	"2016"	"2016"	"65-74 years"	"65-74"	69	4520	1526.55
	"Douglas County, MN"	"27041"	"2016"	"2016"	"75-84 years"	"75-84"	100	2607	3835.83
	"Douglas County, MN"	"27041"	"2016"	"2016"	"85+ years"	"85+"	200	1246	16051.36
	"Douglas County, MN"	"27041"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	152	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	700	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	1046	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	1227	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	1313	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	635	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"25-34 years"	"25-34"	Suppressed	1452	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"35-44 years"	"35-44"	Suppressed	2376	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"45-54 years"	"45-54"	Suppressed	2118	Suppressed
	"Faribault County, MN"	"27043"	"1999"	"1999"	"55-64 years"	"55-64"	13	1644	790.75 (Unreliable)
	"Faribault County, MN"	"27043"	"1999"	"1999"	"65-74 years"	"65-74"	26	1655	1571.00
	"Faribault County, MN"	"27043"	"1999"	"1999"	"75-84 years"	"75-84"	61	1328	4593.37
	"Faribault County, MN"	"27043"	"1999"	"1999"	"85+ years"	"85+"	106	642	16510.90
	"Faribault County, MN"	"27043"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	164	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	703	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	1007	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	1212	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	1302	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	650	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"25-34 years"	"25-34"	Suppressed	1405	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"35-44 years"	"35-44"	Suppressed	2341	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"45-54 years"	"45-54"	Suppressed	2156	Suppressed
	"Faribault County, MN"	"27043"	"2000"	"2000"	"55-64 years"	"55-64"	12	1645	729.48 (Unreliable)
	"Faribault County, MN"	"27043"	"2000"	"2000"	"65-74 years"	"65-74"	42	1636	2567.24
	"Faribault County, MN"	"27043"	"2000"	"2000"	"75-84 years"	"75-84"	58	1314	4414.00
	"Faribault County, MN"	"27043"	"2000"	"2000"	"85+ years"	"85+"	85	646	13157.89
	"Faribault County, MN"	"27043"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	144	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	670	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	945	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	1173	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	1324	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"20-24 years"	"20-24"	Suppressed	658	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"25-34 years"	"25-34"	Suppressed	1353	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"35-44 years"	"35-44"	Suppressed	2239	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"45-54 years"	"45-54"	Suppressed	2211	Suppressed
	"Faribault County, MN"	"27043"	"2001"	"2001"	"55-64 years"	"55-64"	14	1645	851.06 (Unreliable)
	"Faribault County, MN"	"27043"	"2001"	"2001"	"65-74 years"	"65-74"	41	1614	2540.27
	"Faribault County, MN"	"27043"	"2001"	"2001"	"75-84 years"	"75-84"	59	1295	4555.98
	"Faribault County, MN"	"27043"	"2001"	"2001"	"85+ years"	"85+"	91	658	13829.79
	"Faribault County, MN"	"27043"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	143	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	653	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	925	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	1133	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	1252	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	727	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"25-34 years"	"25-34"	Suppressed	1351	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"35-44 years"	"35-44"	Suppressed	2168	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"45-54 years"	"45-54"	Suppressed	2235	Suppressed
	"Faribault County, MN"	"27043"	"2002"	"2002"	"55-64 years"	"55-64"	12	1707	702.99 (Unreliable)
	"Faribault County, MN"	"27043"	"2002"	"2002"	"65-74 years"	"65-74"	34	1567	2169.75
	"Faribault County, MN"	"27043"	"2002"	"2002"	"75-84 years"	"75-84"	72	1304	5521.47
	"Faribault County, MN"	"27043"	"2002"	"2002"	"85+ years"	"85+"	103	634	16246.06
	"Faribault County, MN"	"27043"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	168	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	628	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	914	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	1119	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	1200	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	741	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"25-34 years"	"25-34"	Suppressed	1340	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"35-44 years"	"35-44"	Suppressed	2033	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"45-54 years"	"45-54"	Suppressed	2290	Suppressed
	"Faribault County, MN"	"27043"	"2003"	"2003"	"55-64 years"	"55-64"	14	1744	802.75 (Unreliable)
	"Faribault County, MN"	"27043"	"2003"	"2003"	"65-74 years"	"65-74"	20	1524	1312.34
	"Faribault County, MN"	"27043"	"2003"	"2003"	"75-84 years"	"75-84"	62	1308	4740.06
	"Faribault County, MN"	"27043"	"2003"	"2003"	"85+ years"	"85+"	104	619	16801.29
	"Faribault County, MN"	"27043"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	173	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	610	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	905	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	1086	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	1168	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	800	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"25-34 years"	"25-34"	Suppressed	1308	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"35-44 years"	"35-44"	Suppressed	1926	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"45-54 years"	"45-54"	Suppressed	2396	Suppressed
	"Faribault County, MN"	"27043"	"2004"	"2004"	"55-64 years"	"55-64"	18	1737	1036.27 (Unreliable)
	"Faribault County, MN"	"27043"	"2004"	"2004"	"65-74 years"	"65-74"	20	1512	1322.75
	"Faribault County, MN"	"27043"	"2004"	"2004"	"75-84 years"	"75-84"	61	1319	4624.72
	"Faribault County, MN"	"27043"	"2004"	"2004"	"85+ years"	"85+"	81	614	13192.18
	"Faribault County, MN"	"27043"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	163	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	626	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	860	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	1047	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	1123	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"20-24 years"	"20-24"	Suppressed	781	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"25-34 years"	"25-34"	Suppressed	1322	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"35-44 years"	"35-44"	Suppressed	1798	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"45-54 years"	"45-54"	Suppressed	2395	Suppressed
	"Faribault County, MN"	"27043"	"2005"	"2005"	"55-64 years"	"55-64"	15	1782	841.75 (Unreliable)
	"Faribault County, MN"	"27043"	"2005"	"2005"	"65-74 years"	"65-74"	30	1453	2064.69
	"Faribault County, MN"	"27043"	"2005"	"2005"	"75-84 years"	"75-84"	61	1321	4617.71
	"Faribault County, MN"	"27043"	"2005"	"2005"	"85+ years"	"85+"	98	584	16780.82
	"Faribault County, MN"	"27043"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Faribault County, MN"	"27043"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	152	Suppressed
	"Faribault County, MN"	"27043"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	628	Suppressed
	"Faribault County, MN"	"27043"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	870	Suppressed
	"Faribault County, MN"	"27043"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	1012	Suppressed
